id,name,phone,email,city,joined,amount,notes
3833,Lonur Zuyan,0821 8690 8539,lonur.zuyan@example.com,Makassar,13/05/2025,214692.98,
3834,Ginur Inmad,081869883291,ginur.inmad@example.org,Mataram,2023-02-05,168224.46,
3835,Lodi Haman,081719429462,lodi.haman@post.example.net,Semarang,2025-11-19,108251.38,
3836,Lorah Zuwati,085121689861,lorah.zuwati@example.org,Mataram,2026-01-25,201957.43,
3837,"Lodi Riman ",085150448693,lodi.riman@example.net,Mataram,01/05/2026,185355.15,
3838,Dento Winto,082169247152,dento.winto@example.net,Surabaya,2026-08-23,12335.41,
3839,Nawati Zundra,081396198468,,Mataram,12.06.2025,"94.366,30",
3840,Halia Ciwan,081174741547,halia.ciwan@example.net,Mataram,2026-08-27,231728.95,
3841,Rinur Inlia,081220870345,rinur.inlia@mail.example.com,Mataram,06/12/2023,94540,
3842,Nawati Londra,082174664950,nawati.londra@example.net,Makassar,2023-01-11,28072.68,
3843,Jusih Halia,081357567040,jusih.halia@example.com,Mataram,2023-11-11,211374.64,
3844,Nanur Jugus,081187413259,nanur.jugus@example.org,Surabaya,2025-12-18,147035.18,
3845,Murah Munto,082137180969,murah.munto@example.org,Padang,2024-12-01,"228.726,43",
3846,Susih Hanto,081165022925,susih.hanto@example.org,Padang,2024-09-09,147501.28,
3847,Inlia Cigus,082169138857,inlia.cigus@example.net,Bandung,2025-04-07,187398.60,
3848,Ritri Dedi,082115539381,ritri.dedi@post.example.net,Mataram,2025-02-20,49727.67,
3849,Puman Muwan,081879079330,puman.muwan@example.net,Bandung,16/07/2023,23452.50,
3850,Bundra Fasih,085154871544,bundra.fasih@example.net,Mataram,2026-05-04,35745.40,
3851,Tarah Girah,0817 3181 3170,tarah.girah@post.example.net,Denpasar,17/12/2023,226395.15,
3852,"Hasih Nalia ",081852205002,hasih.nalia@example.org,Bandung,17.09.2025,174818.76,"paid by transfer, receipt pending"
3853,Riman Innto,085179603153,riman.innto@post.example.net,Mataram,2023-01-28,114478.36,
3854,Kalia Lowan,081198513990,kalia.lowan@example.com,Denpasar,2023-03-09,145611.95,
3855,Sutri Winto,081236956173,sutri.winto@mail.example.com,Mataram,2025-03-15,134014.35,
3856,Annur Sunto,081175686479,annur.sunto@example.net,Mataram,2026-04-27,137447.66,
3857,Nadi Anmad,0817-5860-3207,,Mataram,2024-07-19,130036,
3858,Sundra Juwati,0817-2218-1496,sundra.juwati@example.com,Semarang,2025-01-23,232110.30,
3859,Kagus Naman,081110663917,kagus.naman@example.com,Mataram,2024-11-23,24081.38,
3860,Giyan Winur,081718709016,giyan.winur@example.net,Mataram,2026-04-05,105173.55,
3861,Angus Wiyan,0895 3325 2708,angus.wiyan@example.net,Mataram,18.08.2023,"148.955,29",
3862,Andi Ritri,085173049719,andi.ritri@mail.example.com,Mataram,2026-03-27,240288.10,
3863,Jundra Zuyan,081341325772,jundra.zuyan@post.example.net,Mataram,21.05.2023,"33.089,01",
3864,Zuyan Bundra,089589457819,zuyan.bundra@example.org,Denpasar,2025-06-25,224208.49,
3865,Punto Degus,081879434678,punto.degus@mail.example.com,Mataram,2025-10-27,190874.52,
3866,Sunto Narah,085174283729,sunto.narah@mail.example.com,Mataram,17.10.2025,"81.536,82",
3867,Dedi Inrah,081228617115,dedi.inrah@example.org,Mataram,2024-12-25,166196.62,
3868,Yatri Zundra,081395375905,yatri.zundra@post.example.net,Bandung,2025-01-08,204581.23,
3869,Budi Winto,081176111952,budi.winto@post.example.net,Mataram,2026-04-02,59780.14,
3870,Derah Buman,081183899559,derah.buman@post.example.net,Surabaya,2026-06-20,175979.91,
3871,Famad Rinto,081211295310,famad.rinto@mail.example.com,Medan,2026-03-02,632.21,
3872,Cilia Tanto,085154048860,cilia.tanto@mail.example.com,Medan,2026-07-16,209372.19,"paid by transfer, receipt pending"
3873,Narah Nanto,081273661637,narah.nanto@mail.example.com,Medan,2023-04-22,4615.25,"paid by transfer, receipt pending"
3874,Inndra Zurah,081350827211,inndra.zurah@mail.example.com,Mataram,2024-04-13,190779.83,
3875,Windra Munto,081281267370,windra.munto@example.net,Mataram,2024-03-01,167287.45,
3876,Pulia Hasih,081120284299,pulia.hasih@example.com,Padang,2024-05-26,216993.22,
3877,Anman Cinto,081246651385,anman.cinto@example.org,Medan,2026-01-13,211695.56,
3878,Yanur Rimad,081373944158,yanur.rimad@post.example.net,Mataram,2024-11-06,235087.53,
3879,Yanur Antri,085199313400,yanur.antri@post.example.net,Mataram,2024-12-13,133885.50,
3880,Rogus Junto,082106573404,rogus.junto@example.com,Mataram,2025-06-23,178510.30,
3881,Butri Rilia,082139432649,butri.rilia@example.org,Semarang,2024-01-24,71767.94,
3882,Kanto Yawati,082137050081,kanto.yawati@example.net,Surabaya,2026-02-13,106083.01,
3883,Kanto Junto,081384612045,kanto.junto@post.example.net,Mataram,2024-07-14,82829.30,
3884,Kamad Bumad,081147431956,kamad.bumad@example.org,Denpasar,2026-03-06,169288.23,
3885,Innur Yagus,081321176611,innur.yagus@example.com,Mataram,2024-06-23,181727.16,
3886,Hawan Ciwati,081239757090,hawan.ciwati@example.com,Mataram,2025-10-02,95210.73,"prefers WhatsApp, not email"
3887,Musih Lodi,089517903986,musih.lodi@example.net,Mataram,2025-11-17,113290.33,follow up next week
3888,Nalia Cisih,+6289542683725,nalia.cisih@example.com,Denpasar,2024-03-04,60709.05,
3889,Logus Nawati,081807964261,logus.nawati@example.org,Mataram,2026-04-12,229935.19,
3890,Buwan Hayan,081206443303,buwan.hayan@post.example.net,Mataram,2025-06-12,164529.04,
3891,Wigus Buyan,081199437998,wigus.buyan@example.com,Surabaya,2026-08-13,67765.60,
3892,Hagus Ciman,081820195181,hagus.ciman@example.net,Mataram,2025-10-28,65071.32,
3893,Lowan Sunto,081132323682,lowan.sunto@example.com,Mataram,2026-02-28,54268.10,
3894,Inwan Tadi,081790278821,inwan.tadi@mail.example.com,Mataram,2026-07-06,57007.87,
3895,Yawati Muman,082138750111,yawati.muman@post.example.net,Mataram,2025-08-10,12867.60,
3896,Fagus Sundra,081716784900,fagus.sundra@example.com,Mataram,2024-07-03,"157.174,27",
3897,Yawati Juman,+6281831320235,yawati.juman@EXAMPLE.NET,Makassar,2026-01-25,22273.13,no answer on the number given
3898,Sumad Inman,082121141004,sumad.inman@post.example.net,Mataram,2026-01-15,31017.14,
3899,Naman Hayan,082188789968,naman.hayan@post.example.net,Mataram,2024-02-25,89807.37,
3900,Punto Cidi,085113775486,punto.cidi@example.org,Bandung,2023-04-07,103550.96,
3901,Dendra Cinto,081236180989,dendra.cinto@mail.example.com,Mataram,2023-07-16,236940.76,
3902,Riyan  Losih,0851 0580 8787,riyan.losih@post.example.net,Bandung,2023-11-16,133175.50,
3903,Naman Susih,081254688269,naman.susih@example.net,Mataram,2023-12-03,222918.82,
3904,Fawati Sundra,089555248068,fawati.sundra@example.com,Bandung,2024-09-16,243918.35,
3905,Giwati Inyan,081287211027,giwati.inyan@example.net,Mataram,2023-07-15,237603.09,
3906,Tanto Karah,081310696045,tanto.karah@example.org,Mataram,2025-08-10,225686.00,
3907," Pundra Haman",085175494595,pundra.haman@EXAMPLE.NET,Denpasar,2023-04-24,1970.76,
3908,Buman Giman,0851 8982 9155,buman.giman@example.net,Mataram,2026-08-14,45859.11,
3909,Cimad Anwan,081165311546,cimad.anwan@mail.example.com,Medan,2024-08-14,162534.36,
3910,Zunur Lorah,085132982876,zunur.lorah@example.com,Mataram,2026-08-22,64869.61,
3911,Kawati Zusih,081167452526,kawati.zusih@example.net,Mataram,2023-07-05,170577.08,
3912,Gisih Cirah,089534422890,gisih.cirah@post.example.net,Makassar,2025-08-18,226145.61,
3913,Inwan Giman,081841129270,inwan.giman@post.example.net,Bandung,2025-01-03,31360.71,
3914,Kawan Nawati,081787710295,kawan.nawati@example.com,Mataram,2024-08-17,197270.02,
3915,Zugus Rigos,081234960798,zugus.rigos@example.org,Mataram,2026-07-23,82296.45,
3916,Kamad Suman,082181360173,kamad.suman@example.com,Mataram,2025-03-19,113098.12,
3917,Muwati Nalia,082131866662,muwati.nalia@mail.example.com,Bandung,2024-08-10,10214.99,
3918,Hanto Inrah,081373037177,hanto.inrah@example.org,Mataram,2025-04-26,108.53,"said ""call after 5pm"""
3919,Mumad Innur,089565431912,mumad.innur@example.org,Mataram,2023-10-18,97071.20,
3920,Nalia Zulia,081867348613,nalia.zulia@example.net,Mataram,2023-07-11,89845.10,
3921,Nanto Wisih,081158288747,nanto.wisih@mail.example.com,Mataram,2023-07-26,231539.74,
3922,Puyan Kadi,085133541505,puyan.kadi@example.net,Mataram,2025-12-04,97509.49,
3923,Dento Tarah,081726557707,dento.tarah@example.org,Mataram,2025-03-12,210009.48,
3924,Anlia Mundra,085159968560,anlia.mundra@example.net,Makassar,2024-03-26,72630.58,
3925,Kawati Anwan,081132279470,kawati.anwan@example.com,Mataram,2025-01-11,119782.63,
3926,Witri Dewan,081380401457,witri.dewan@example.net,Mataram,2024-04-08,148078.23,
3927,Jundra Nayan,081135897643,jundra.nayan@example.net,Bandung,2026-02-07,108170.61,
3928,Pudi Bundra,081773149531,pudi.bundra@post.example.net,Mataram,2024-10-10,198635.35,
3929,Giwan Ingus,089591876001,giwan.ingus@example.net,Semarang,2026-07-18,15816.87,
3930,Riyan Narah,081354507042,riyan.narah@mail.example.com,Mataram,2025-10-22,75847.13,
3931,Rinur Rimad,0818-0851-4793,rinur.rimad@example.org,Medan,2024-12-20,113644,
3932,Munur Kanto,081203804436,munur.kanto@mail.example.com,Mataram,2024-10-19,228041.69,
3933,Hatri Pumad,089524785860,hatri.pumad@mail.example.com,Bandung,2025-08-04,249560.62,
3934,Anndra Yanur,081242026032,anndra.yanur@example.com,Surabaya,2023-07-21,213337.25,
3935,Kasih Buwati,085139285671,kasih.buwati@example.com,Mataram,2026-06-03,99924.31,
3936,Ridi Wiwati,+6281771880964,ridi.wiwati@example.net,Surabaya,2023-08-15,132325.78,
3937,Haman Delia,081323787973,haman.delia@example.org,Semarang,2024-08-06,218465.97,
3938,Tawati Cinur,081115343223,tawati.cinur@post.example.net,Makassar,2023-09-02,"73.646,02",
3939,Harah Zunto,081173823727,harah.zunto@mail.example.com,Mataram,2025-03-17,217179.97,
3940,"Sudi Winto ",0818-7839-3207,sudi.winto@mail.example.com,Mataram,21.06.2023,"136.792,69",
3941,Sumad Bunur,082132908520,sumad.bunur@mail.example.com,Mataram,2025-07-27,85112.54,
3942,Hagus Judi,081278467365,hagus.judi@mail.example.com,Surabaya,2026-05-11,50425.80,
3943,Riman Zunto,081296365757,riman.zunto@example.net,Mataram,2023-09-24,248984.98,
3944,Indi Rinur,089528130715,indi.rinur@example.com,Mataram,2023-05-22,"109.934,54",
3945,Bunur Kawan,082189949769,bunur.kawan@post.example.net,Mataram,2023-07-08,152917.45,
3946,Lonur Tarah,081172981444,lonur.tarah@post.example.net,Medan,2023-03-26,54507.95,
3947,Kamad Naman,089506791144,kamad.naman@example.com,Denpasar,2023-11-05,213879.00,
3948,Cirah Punto,+6285126801221,cirah.punto@post.example.net,Bandung,21/02/2024,148533.42,
3949,Munto Gidi,089560764365,munto.gidi@example.net,Semarang,2023-07-11,141532.92,
3950,Hawati Cilia,081115879659,hawati.cilia@post.example.net,Mataram,2023-04-21,40213.13,
3951,Inmad Nayan,089538519853,inmad.nayan@example.net,Mataram,2025-06-18,236909.12,
3952,Giyan Giyan,081716763512,giyan.giyan@example.com,Bandung,2023-08-10,94759.92,
3953,Anyan Kawati,081383264405,anyan.kawati@example.org,Mataram,2023-10-13,12114.11,
3954,Yarah Zuman,085142943963,yarah.zuman@post.example.net,Surabaya,2024-09-26,202220.32,
3955,Rigus Nanto,081118354532,rigus.nanto@example.com,Mataram,2026-04-10,113748.45,
3956,Wiman Junur,081809238231,wiman.junur@example.org,Medan,2025-04-27,230318.57,
3957,Mudi Musih,085148661771,mudi.musih@example.net,Mataram,2024-04-08,50190.58,
3958," Munur Cinto",0821-3406-8144,munur.cinto@post.example.net,Makassar,02.11.2024,211071.96,
3959,Kanto Natri,089582733044,kanto.natri@example.org,Surabaya,04.08.2025,"59.916,51",
3960,Rigus Lotri,081874568680,rigus.lotri@post.example.net,Medan,2023-02-11,15809.82,"moved cities, update on renewal"
3961,Nasih Cigus,085114773978,nasih.cigus@example.org,Mataram,2024-05-05,50448.79,
3962,Andi Tandra,081374498553,andi.tandra@post.example.net,Mataram,2026-04-10,180471.72,
3963,Riyan Tayan,081737971675,riyan.tayan@example.com,Surabaya,2024-04-21,150557.74,"moved cities, update on renewal"
3964,Inwan Giwan,089507804088,inwan.giwan@example.org,Mataram,2025-05-19,11249.85,
3965,Mundra Degus,+6289520035311,mundra.degus@example.com,Mataram,2025-12-19,13893.73,
3966,Kagus Yanur,089502331771,kagus.yanur@mail.example.com,Bandung,21.06.2024,157597.66,
3967," Natri Kandra",089563168475,natri.kandra@example.org,Bandung,2023-05-23,69940.61,
3968,Punto Kawan,089511354611,punto.kawan@example.net,Mataram,2026-06-19,184633.51,
3969,Ciwati Zulia,089536775283,ciwati.zulia@example.net,Bandung,2025-02-18,5967.16,
3970,Tawati Dewan,081814676325,tawati.dewan@post.example.net,Mataram,2025-12-19,152446.24,
3971,Hanur Hawan,082137618120,hanur.hawan@example.org,Denpasar,2025-08-21,115381.88,
3972,Pulia Logus,081319413323,pulia.logus@example.com,Mataram,2023-05-09,105597.90,
3973,Anrah Burah,081202698957,anrah.burah@example.net,Padang,2023-01-14,65590.30,
3974,Desih Cinto,081224763738,desih.cinto@example.org,Mataram,2026-02-11,163287.29,
3975,Bunto Innto,081124253378,bunto.innto@example.net,Medan,2023-10-19,146473.42,
3976,Tatri Zundra,081293515984,tatri.zundra@post.example.net,Mataram,2026-03-12,249122.52,
3977,Puwati Annto,081899122729,puwati.annto@mail.example.com,Mataram,2026-05-14,153755.49,
3978," Hasih Bumad",+6281813705839,,Semarang,17/03/2025,80921.27,
3979,Julia Kamad,085192331249,julia.kamad@mail.example.com,Mataram,2024-01-07,90407.96,
3980,Nayan Lonto,085185875384,nayan.lonto@mail.example.com,Mataram,2025-02-27,45419.63,
3981,Mudi Yayan,081734940307,mudi.yayan@example.com,Mataram,2026-08-01,196107.73,
3982,Yanto Lowan,081707204687,yanto.lowan@example.net,Makassar,2025-10-27,107183.79,
3983,Natri  Jumad,081705800233,natri.jumad@EXAMPLE.COM,Mataram,01/07/2024,40210.51,
3984,Innto Fawati,0811-0488-2192,innto.fawati@example.org,Surabaya,2025-08-25,"38.151,69",
3985,Fawen Sugus,0817-8991-7332,fawen.sugus@example.net,Mataram,2026-02-11,160001.40,
3986,Cinto Annto,085136889677,cinto.annto@post.example.net,Mataram,2023-03-20,184641.90,
3987,Dento Ingus,081113175464,dento.ingus@example.com,Surabaya,2024-02-08,31377.08,
3988,Innto Natri,081201872763,innto.natri@post.example.net,Mataram,2026-05-03,71405.78,
3989,Tamad Yanto,089559189802,tamad.yanto@example.com,Mataram,2023-12-18,19705.74,"moved cities, update on renewal"
3990,Nanto Famad,085190849910,nanto.famad@example.com,Mataram,2026-02-16,105830.16,
3991,Yatri Inman,081234013442,yatri.inman@post.example.net,Surabaya,2025-01-08,57522.92,
3992,Zuwan Suwati,081246655324,zuwan.suwati@mail.example.com,Mataram,2024-01-11,140026.89,
3993,Tadi Hadi,089535551127,tadi.hadi@example.org,Mataram,2026-02-02,27065.14,
3994,Murah Tagus,085189603262,murah.tagus@mail.example.com,Mataram,2026-07-19,122176.29,
3995,Lowan Zuwati,089548325517,lowan.zuwati@mail.example.com,Mataram,2023-03-16,29463.65,
3996,Taman Yagus,081345511867,taman.yagus@post.example.net,Mataram,2023-08-24,245098.31,
3997,Citri Muwan,089594712184,citri.muwan@post.example.net,Makassar,2026-06-12,214518.83,
3998,Suman Zumad,081266839116,suman.zumad@post.example.net,Bandung,2026-05-21,211911.43,
3999,Bunur  Juyan,+6282109774520,bunur.juyan@example.net,Mataram,08.10.2025,114719.66,
4000,Tanur Pugus,081853584510,tanur.pugus@post.example.net,Mataram,2025-07-07,215396.49,
4001,Anman Bulia,0812 8213 1336,anman.bulia@EXAMPLE.NET,Mataram,2024-01-05,76915,address unclear
4002,Junto Jusih,081798258409,junto.jusih@mail.example.com,Mataram,2026-04-09,119893.28,
4003,Dewan Tasih,081213679943,dewan.tasih@post.example.net,Bandung,2023-07-15,118168.85,
4004,Dento Budi,081156267408,dento.budi@example.com,Surabaya,2026-06-19,24023.34,
4005,Lomad Innur,0818-5238-0516,"lomad.innur@mail.example.com ",Surabaya,10.03.2026,1463.92,
4006,Fawati Sugus,081117175315,fawati.sugus@mail.example.com,Surabaya,2025-06-17,96925.24,"said ""call after 5pm"""
4007," Cinur Zuwati",089564546232,cinur.zuwati@mail.example.com,Mataram,01.08.2025,"127.055,45","VIP, do not discount"
4008,Widi Taman,081230669448,widi.taman@example.net,Mataram,2026-02-25,75676.79,
4009,Narah Nagus,081285867542,narah.nagus@post.example.net,Mataram,2023-02-04,53126.85,
4010,Zuyan Indi,081133142060,zuyan.indi@mail.example.com,Mataram,2024-10-15,50832.80,
4011,Cigus Muyan,081873174236,cigus.muyan@mail.example.com,Bandung,2026-06-28,39341.07,
4012,Burah Hadi,081215670989,burah.hadi@mail.example.com,Surabaya,2024-10-20,206997.51,
4013,Cindra Juman,081279254232,cindra.juman@post.example.net,Mataram,2024-11-17,165149.59,
4014,Fandra Jutri,085187848317,fandra.jutri@example.com,Mataram,2024-10-05,118318.42,
4015,Kagus Jutri,081825180907,kagus.jutri@example.net,Mataram,2023-02-23,175351.60,
4016,Junur  Ridi,081254158131,junur.ridi@mail.example.com,Mataram,2026-01-14,25876.42,
4017,Musih Lonto,081123584295,musih.lonto@post.example.net,Mataram,2026-05-26,119519.86,
4018,Kadi Muwan,081719186929,kadi.muwan@post.example.net,Mataram,2026-04-27,230398.49,
4019,Sumad Surah,+6281327262375,,Mataram,07.04.2026,68122.51,
4020,Dendra  Rirah,082138404597,dendra.rirah@example.org,Mataram,05.01.2024,"65.468,67",
4021,Lorah Mudi,081880405296,lorah.mudi@example.com,Mataram,2025-02-19,123405.05,
4022,Anwan Buwan,089580775047,anwan.buwan@example.org,Mataram,2026-06-20,6120.65,
4023,Gisih Puwan,082180122809,gisih.puwan@example.com,Mataram,2025-09-13,"4.688,63",
4024,Zuyan Sugus,081798925777,zuyan.sugus@example.net,Makassar,2025-10-15,192091.18,
4025,Yanur Puman,081787006320,yanur.puman@example.com,Mataram,2023-04-12,22566.09,
4026,Tatri Puwati,082178706370,tatri.puwati@example.net,Mataram,2026-01-18,200075.70,
4027,Sulia  Butri,089565611642,sulia.butri@example.org,Mataram,2026-06-22,195584.98,
4028,Giman Cidi,089520514037,giman.cidi@mail.example.com,Mataram,2025-06-02,122912,
4029,Fasih Musih,0812-7363-1261,"fasih.musih@post.example.net ",Mataram,2025-06-03,57600.65,
4030,Mudi Tagus,081713698989,mudi.tagus@post.example.net,Mataram,2023-10-12,244657.13,
4031,Inyan Nayan,081774640369,inyan.nayan@example.net,Bandung,2025-05-22,74216.79,
4032,Zuman Riwati,081726838753,zuman.riwati@mail.example.com,Surabaya,2023-04-21,227273.13,
4033,Sumad Hagus,081237321576,sumad.hagus@example.com,Mataram,2023-11-12,40220.55,
4034,Inlia Kawan,081324966439,"inlia.kawan@mail.example.com ",Bandung,2026-06-14,"189.683,07",follow up next week
4035,Jusih Hawan,081312775968,jusih.hawan@example.org,Mataram,2023-02-28,26560.02,
4036," Degus Junur",085131141239,degus.junur@mail.example.com,Mataram,2023-07-24,222130.57,
4037,Ridi Annto,081344784330,ridi.annto@example.net,Manado,01/03/2026,210777.85,
4038,Halia Tasih,081385470347,halia.tasih@EXAMPLE.NET,Surabaya,07.04.2025,210378,
4039,Annur Julia,081211353958,annur.julia@example.com,Makassar,2023-03-09,211543.12,
4040,Nadi Lonto,089502497960,,Mataram,07.05.2026,31936,
4041,Tatri Intli,081297461320,tatri.intli@example.com,Bandung,2025-09-04,235431.16,
4042,Wirah Lotri,089504796258,wirah.lotri@example.com,Mataram,2026-06-15,196174.91,
4043,Tanur Loyan,081197332465,tanur.loyan@post.example.net,Mataram,2024-08-14,185900.30,
4044,Fatri Kamad,089502599757,fatri.kamad@mail.example.com,Bandung,2025-03-21,34195.05,
4045,Hasih Juyan,081392574998,hasih.juyan@post.example.net,Medan,2025-08-09,215975.80,
4046,Sundra Insih,081237907575,sundra.insih@mail.example.com,Denpasar,2025-07-16,49731.56,
4047,Suyan  Innto,081227114187,suyan.innto@mail.example.com,Makassar,2023-11-22,219035.98,
4048,Nanto Windra,0821 1080 9919,nanto.windra@mail.example.com,Mataram,2026-05-26,197938.69,
4049,Lodi Kandra,081742033813,lodi.kandra@example.net,Mataram,2026-06-12,194603.75,
4050,Punto Halia,082138864915,punto.halia@example.org,Mataram,2026-02-11,165292.39,
4051,Cinur Riman,081712466239,cinur.riman@mail.example.com,Bandung,2024-06-16,166957.07,
4052,Wimad Fasih,081820639244,wimad.fasih@example.org,Mataram,2026-02-07,204556.16,
4053," Falia Muman",081237373593,falia.muman@mail.example.com,Makassar,14/06/2025,"162.355,68",
4054,Tagus Demad,0812 2983 0436,tagus.demad@example.org,Mataram,17/11/2025,148085.38,
4055,Kaman Puwati,085147265395,kaman.puwati@example.com,Mataram,2024-09-17,196340.38,
4056,Farah Suwan,081204360572,farah.suwan@post.example.net,Mataram,2025-09-07,60415.14,
4057,Wilia Nalia,089564651741,wilia.nalia@example.org,Mataram,2023-04-01,177855.46,
